 ,Area
287,17
288,501
289,741
290,1
291,280
292,337
293,14
294,764
295,347
296,392
297,216
298,244
299,458
300,2
301,5
302,174
303,512
304,3
305,209
306,99
307,157
308,218
309,314
310,24
311,38
312,273
313,319
314,59
315,7
316,1
317,1
318,25
319,3
320,250
321,363
322,1095
323,15
324,534
325,64
326,248
327,1
328,1
329,486
330,6
331,358
332,116
333,283
334,320
335,310
336,20
337,1249
338,3
339,2
340,1
341,284
342,5
343,311
344,560
345,17
346,338
347,250
348,249
349,555
350,12
351,21
352,670
353,2
354,29
355,248
356,457
357,263
358,106
359,333
360,10
361,359
362,340
363,11
364,8
365,19
366,240
367,17
368,707
369,952
370,307
371,278
372,375
373,339
374,10
375,513
376,498
377,3
378,358
379,27
380,369
381,621
382,61
383,361
384,81
385,4
386,1
387,591
388,32
389,4
390,4
391,632
392,66
393,27
394,4
395,4
396,320
397,683
398,322
399,3
400,658
401,398
402,450
403,26
404,195
405,301
406,24
407,25
408,248
409,4
410,146
411,10
412,2
413,207
414,454
415,8
416,83
417,28
418,14
419,285
420,177
421,53
422,536
423,8
424,292
425,1
426,1
427,29
428,431
429,365
430,50
431,76
432,208
433,25
434,14
435,13
436,64
437,254
438,287
439,15
440,404
441,277
442,7
443,2
444,316
445,306
446,270
447,140
448,459
449,1007
450,7
451,2
452,517
453,16
454,250
455,544
456,294
457,304
458,16
459,231
460,143
461,421
462,3
463,224
464,5
465,260
466,10
467,1
468,351
469,327
470,592
471,8
472,314
473,4
474,2
475,262
476,264
477,258
478,115
479,319
480,389
481,568
482,4
483,3
484,306
485,392
486,7
487,276
488,295
489,289
490,1
491,188
492,469
493,756
494,6
495,462
496,244
497,671
498,3
499,750
500,19
501,4
502,570
503,310
504,185
505,450
506,223
507,23
508,2
509,7
510,9
511,257
512,287
513,462
514,640
515,286
516,9
517,18
518,6
519,19
520,309
521,16
522,75
523,387
524,17
525,46
526,16
527,284
528,14
529,13
530,13
531,407
532,2
533,1
534,220
535,403
536,3
537,234
538,404
539,434
540,23
541,406
542,259
543,295
544,260
545,310
546,349
547,515
548,8
549,237
550,264
551,494
552,428
553,7
554,325
555,321
556,279
557,280
558,276
559,328
560,230
561,323
562,250
563,74
564,42
565,665
566,25
567,263
568,25
569,7
570,210
571,1
572,38
573,17
574,337
575,19
576,12
577,319
578,1
579,280
580,385
581,455
582,286
583,254
584,557
585,220
586,302
587,476
588,314
589,456
590,352
591,404
592,2
593,336
594,43
595,319
596,291
597,1
598,288
599,291
600,376
601,302
602,23
603,459
604,259
605,1429
606,43
607,315
608,420
609,16
610,2
611,4
612,263
613,388
614,296
615,10
616,162
617,8
618,322
619,177
620,298
621,3
622,13
623,759
624,131
625,237
626,427
627,656
628,424
629,353
630,557
631,37
632,827
633,325
634,32
635,303
636,240
637,2
638,370
639,7
640,6
641,12
642,15
643,417
644,28
645,102
646,305
647,19
648,672
649,360
650,2
651,119
652,294
653,362
654,12
655,21
656,7
657,1
658,1
659,286
660,16
661,193
662,199
663,261
664,3
665,124
666,477
667,6
668,230
669,485
670,419
671,294
672,246
673,343
674,4
675,304
676,21
677,203
678,405
679,333
680,277
681,415
682,1
683,348
684,5
685,250
686,4
687,318
688,375
689,370
690,355
691,307
692,475
693,6
694,332
695,7
696,456
697,386
698,244
699,221
700,283
701,7
702,5
703,721
704,644
705,675
706,27
707,437
708,54
709,316
710,3
711,17
712,4
713,3
714,2
715,332
716,573
717,253
718,97
719,228
720,10
721,437
722,368
723,423
724,383
725,260
726,6
727,2
728,6
729,1
730,7
731,615
732,31
733,2
734,11
735,8
736,182
737,11
738,270
739,19
740,518
741,293
742,274
743,93
744,18
745,4
746,669
747,360
748,2
749,257
750,221
751,11
752,19
753,222
754,241
755,253
756,260
757,478
758,20
759,474
760,324
761,233
762,353
763,30
764,79
765,375
766,299
767,319
768,6
769,2
770,360
771,643
772,231
773,4
774,260
775,214
776,352
777,384
778,400
779,383
780,390
781,4
782,23
783,17
784,312
785,342
786,409
787,3
788,27
789,2
790,3
791,863
792,454
793,15
794,359
795,387
796,12
797,280
798,316
799,338
800,345
801,13
802,834
803,275
804,383
805,18
806,376
807,491
808,24
809,265
810,367
811,8
812,570
813,341
814,2
815,305
816,153
817,7
818,182
819,14
820,240
821,1
822,1
823,32
824,642
825,308
826,277
827,26
828,563
829,26
830,8
831,13
832,33
833,228
834,268
835,305
836,617
837,316
838,3
839,51
840,115
841,3
842,231
843,2
844,396
845,958
846,9
847,444
848,119
849,86
850,315
851,232
852,103
853,222
854,6
855,3
856,5
857,3
858,9
859,325
860,305
861,355
862,217
863,5
864,301
865,2
866,304
867,500
868,2
869,4
870,238
871,1
872,312
873,5
874,212
875,2
876,203
877,93
878,285
879,330
880,355
881,321
882,16
883,528
884,15
885,146
886,408
887,147
888,12
889,273
890,7
891,24
892,1
893,334
894,277
895,13
896,127
897,12
898,39
899,1
900,21
901,54
902,658
903,4
904,5
905,2
906,20
907,246
908,15
909,8
910,536
911,12
912,80
913,390
914,103
915,290
916,252
917,379
918,4
919,13
920,418
921,456
922,43
923,231
924,311
925,526
926,15
927,10
928,355
929,199
930,6
931,254
932,3
933,393
934,299
935,166
936,3
937,1
938,343
939,16
940,14
941,153
942,379
943,352
944,17
945,3
946,42
947,373
948,53
949,4
950,323
951,360
952,7
953,9
954,6
955,8
956,396
957,198
958,339
959,24
960,493
961,558
962,23
963,219
964,36
965,47
966,182
967,2
968,1207
969,3
970,489
971,385
972,2
973,3
974,137
975,16
976,10
977,458
978,255
979,110
980,10
981,247
982,527
983,205
984,7
985,317
986,5
987,3
988,93
989,389
990,246
991,235
992,1
993,312
994,233
995,375
996,241
997,323
998,1
999,270
1000,7
1001,334
1002,275
1003,1
1004,251
1005,261
1006,220
1007,386
1008,316
1009,310
1010,290
1011,5
1012,324
1013,797
1014,260
1015,17
1016,293
1017,292
1018,389
1019,315
1020,18
1021,328
1022,311
1023,3
1024,339
1025,441
1026,191
1027,600
1028,416
1029,393
1030,249
1031,448
1032,276
1033,21
1034,806
1035,604
1036,527
1037,368
1038,433
1039,462
1040,491
1041,567
1042,14
1043,405
1044,1
1045,160
1046,10
1047,4
1048,339
1049,195
1050,8
1051,347
1052,485
1053,304
1054,178
1055,233
1056,296
1057,477
1058,12
1059,33
1060,13
1061,287
1062,10
1063,694
1064,23
1065,14
1066,5
1067,5
1068,24
1069,4
1070,441
1071,30
1072,29
1073,5
1074,246
1075,69
1076,51
1077,296
1078,16
1079,19
1080,30
1081,270
1082,288
1083,204
1084,3
1085,7
1086,3
1087,308
1088,24
1089,257
1090,9
1091,17
1092,2
1093,378
1094,13
1095,8
1096,244
1097,305
1098,193
1099,285
1100,369
1101,386
1102,215
1103,398
1104,214
1105,408
1106,220
1107,3
1108,16
1109,197
1110,93
1111,15
1112,489
1113,2
1114,98
1115,1
1116,410
1117,63
1118,297
1119,18
1120,250
1121,287
1122,314
1123,74
1124,5
1125,225
1126,395
1127,280
1128,235
1129,684
1130,268
1131,141
1132,19
1133,294
1134,21
1135,292
1136,258
1137,153
1138,9
1139,394
1140,147
1141,3
1142,78
1143,1
1144,24
1145,141
1146,297
1147,254
1148,3
1149,1
1150,238
1151,192
1152,8
1153,267
1154,491
1155,4
1156,208
1157,10
1158,7
1159,361
1160,6
1161,245
1162,232
1163,201
1164,230
1165,4
1166,311
1167,31
1168,5
1169,2
1170,328
1171,6
1172,10
1173,310
1174,300
1175,510
1176,267
1177,268
1178,42
1179,287
1180,55
1181,8
1182,79
1183,13
1184,6
1185,384
1186,241
1187,44
1188,19
1189,334
1190,116
1191,285
1192,1
1193,297
1194,2
1195,11
1196,3
1197,210
1198,65
1199,11
1200,256
1201,94
1202,2
1203,290
1204,2
1205,7
1206,49
1207,1
1208,52
1209,52
1210,25
1211,172
1212,6
1213,365
1214,361
1215,285
1216,7
1217,61
1218,19
1219,41
1220,63
1221,240
1222,11
1223,315
1224,2
1225,383
1226,88
1227,145
1228,4
1229,22
1230,224
1231,450
1232,326
1233,44
1234,481
1235,1
1236,8
1237,345
1238,299
1239,5
1240,6
1241,276
1242,2
1243,22
1244,505
1245,331
1246,1
1247,332
1248,358
1249,311
1250,213
1251,342
1252,468
1253,199
1254,331
1255,309
1256,180
1257,13
1258,1
1259,509
1260,199
1261,289
1262,167
1263,11
1264,402
1265,267
1266,273
1267,270
1268,367
1269,2
1270,5
1271,4
1272,360
1273,6
1274,3
1275,30
1276,451
1277,16
1278,513
1279,306
1280,906
1281,365
1282,10
1283,1
1284,1
1285,31
1286,8
1287,356
1288,229
1289,207
1290,203
1291,224
1292,270
1293,202
1294,300
1295,19
1296,547
1297,409
1298,449
1299,328
1300,280
1301,539
1302,2
1303,349
1304,290
1305,2
1306,331
1307,236
1308,22
1309,4
1310,2
1311,241
1312,181
1313,2
1314,663
1315,360
1316,22
1317,227
1318,426
1319,303
1320,8
1321,395
1322,274
1323,399
1324,113
1325,2
1326,306
1327,32
1328,328
1329,633
1330,177
1331,11
1332,65
1333,583
1334,546
1335,15
1336,63
1337,284
1338,3
1339,312
1340,13
1341,29
1342,8
1343,461
1344,452
1345,288
1346,12
1347,4
1348,229
1349,1
1350,333
1351,47
1352,27
1353,317
1354,506
1355,62
1356,20
1357,323
1358,33
1359,220
1360,12
1361,81
1362,42
1363,204
1364,382
1365,229
1366,18
1367,285
1368,382
1369,8
1370,274
1371,2
1372,6
1373,1
1374,477
1375,599
1376,3
1377,284
1378,452
1379,231
1380,238
1381,227
1382,388
1383,209
1384,187
1385,309
1386,6
1387,375
1388,331
1389,12
1390,641
1391,91
1392,3
1393,431
1394,2
1395,5
1396,75
1397,3
1398,74
1399,45
1400,92
1401,15
1402,10
1403,3
1404,12
1405,32
1406,19
1407,35
1408,4
