 ,Area
326,2488
327,390
328,1756
329,423
330,1413
331,1340
332,59
333,983
334,467
335,5
336,654
337,596
338,431
339,724
340,444
341,784
342,4857
343,402
344,701
345,2329
346,725
347,401
348,649
349,277
350,498
351,163
352,1445
353,1406
354,1522
355,26
356,655
357,585
358,455
359,142
360,27
361,929
362,602
363,126
364,1
365,3578
366,1177
367,524
368,970
369,34945
370,1463
371,17
372,1536
373,999
374,696
375,3
376,265
377,1606
378,1255
379,243
380,1300
381,3
382,2233
383,722
384,672
385,1501
386,159
387,44
388,1397
389,45
390,1774
391,871
392,2586
393,1270
394,42
395,7
396,1222
397,40
398,670
399,439
400,579
401,1548
402,784
403,1
404,9
405,969
406,3078
407,862
408,276
409,718
410,200
411,1569
412,253
413,1384
414,898
415,2499
416,1117
417,2
418,1120
419,1
420,813
421,1264
422,2221
423,3
424,65
425,40
426,581
427,734
428,80
429,348
430,854
431,226
432,404
433,241
434,272
435,9
436,335
437,873
438,1257
439,2678
440,1066
441,572
442,16
443,741
444,1555
445,1
446,1843
447,645
448,1588
449,412
450,712
451,5367
452,845
453,953
454,465
455,424
456,454
457,409
458,221
459,602
460,611
461,404
462,925
463,516
464,534
465,399
466,3092
467,1218
468,1519
469,581
470,701
471,935
472,705
473,830
474,56562
475,1015
476,340
477,630
478,622
479,171
480,4
481,133
482,81
483,696
484,126
485,489
486,502
487,2351
488,862
489,823
490,497
491,6
492,262
493,1568
494,557
495,621
496,687
497,404
498,54
499,363
500,3034
501,1324
502,466
503,127
504,493
505,32
506,746
507,714
508,75
509,312
510,729
511,451
512,547
513,3782
514,802
515,1
516,3
517,1
518,598
519,1799
520,592
521,763
522,575
523,1500
524,1021
525,948
526,4
527,2
528,644
529,703
530,649
531,17
532,721
533,1406
534,14893
535,6
536,776
537,2
538,540
539,3220
540,1523
541,2128
542,604
543,487
544,1124
545,1723
546,687
547,644
548,595
549,38
550,210
551,733
552,1946
553,999
554,862
555,691
556,311
557,12
558,492
559,573
560,950
561,1893
562,772
563,1622
564,1000
565,2
566,526
567,1030
568,318
569,456
570,552
571,205
572,351
573,557
574,718
575,40
576,1299
577,43
578,371
579,233
580,439
581,578
582,437
583,14
584,25736
585,3
586,1417
587,17197
588,12
589,1297
590,38470
591,2
592,357
593,512
594,679
595,1
596,252
597,819
598,743
599,960
600,2376
601,968
602,21128
603,18
604,984
605,5
606,912
607,1
608,35
609,9
610,33
611,1035
612,859
613,3007
614,16
615,1268
616,750
617,6827
618,65
619,21
620,853
621,1235
622,3521
623,1141
624,159
625,4
626,3
627,2085
628,702
629,31255
630,2
631,24
632,277
633,420
634,145
635,152
636,199
637,259
638,468
639,1673
640,436
641,554
642,834
643,1341
644,1375
645,735
646,1119
647,1558
648,4646
649,1831
650,185
651,6683
652,1213
653,902
654,1509
655,616
656,1649
657,2645
658,616
659,437
660,12
661,165
662,1387
663,732
664,961
665,620
666,7
667,407
668,882
669,1237
670,1343
671,758
672,912
673,587
674,850
675,518
676,21
677,843
678,978
679,1
680,474
681,1006
682,668
683,488
684,957
685,567
686,240
687,594
688,1162
689,460
690,342
691,10
692,403
693,316
694,13
695,224
696,102
697,138
698,133
699,42
700,36
701,49
702,48
703,16
704,16
