 ,Area
325,3.201
326,51.954
327,69.067
328,2.955
329,3.078
330,0.492
331,17.975
332,1.231
333,0.246
334,55.894
335,0.985
336,1.724
337,35.088
338,21.791
339,166.451
340,0.985
341,35.950
342,0.123
343,0.123
344,3.570
345,53.062
346,44.937
347,6.156
348,9.357
349,25.608
350,3.078
351,1.724
352,43.460
353,72.392
354,211.511
355,1.847
356,0.862
357,0.246
358,37.673
359,18.098
360,56.510
361,0.862
362,0.246
363,63.650
364,4.309
365,30.779
366,66.974
367,36.196
368,37.427
369,28.440
370,17.605
371,51.831
372,0.369
373,27.578
374,0.616
375,32.010
376,1.231
377,0.123
378,43.213
379,40.259
380,73.623
381,0.985
382,38.658
383,0.492
384,0.246
385,32.256
386,32.502
387,113.512
388,14.158
389,97.876
390,147.245
391,0.492
392,0.369
393,37.673
394,0.862
395,127.424
396,36.319
397,35.580
398,0.123
399,23.146
400,98.615
401,95.660
402,0.739
403,82.610
404,0.369
405,2.339
406,0.492
407,38.166
408,22.776
409,96.030
410,0.246
411,0.862
412,1.108
413,31.641
414,35.334
415,56.879
416,214.097
417,35.211
418,1.108
419,0.739
420,2.339
421,67.098
422,1.970
423,47.645
424,2.093
425,5.663
426,1.970
427,1.600
428,1.600
429,0.246
430,0.123
431,49.615
432,0.369
433,28.809
434,49.738
435,53.432
436,2.832
437,49.985
438,77.809
439,36.319
440,32.010
441,69.560
442,0.985
443,65.990
444,60.819
445,52.693
446,0.862
447,40.012
448,39.520
449,34.349
450,35.826
451,33.980
452,40.382
453,28.316
454,39.766
455,5.171
456,81.871
457,85.565
458,32.379
459,3.078
460,0.862
461,0.123
462,2.093
463,41.490
464,1.477
465,39.274
466,0.123
467,34.472
468,56.017
469,35.211
470,31.271
471,68.575
472,67.836
473,37.181
474,67.098
475,56.140
476,43.336
477,49.738
478,0.246
479,41.367
480,5.294
481,39.274
482,95.537
483,0.123
484,35.457
485,35.826
486,46.291
487,37.181
488,31.887
489,248.815
490,38.781
491,51.708
492,1.970
493,0.246
494,0.492
495,32.379
496,47.769
497,36.442
498,21.545
499,0.985
500,166.082
501,21.791
502,118.436
503,0.369
504,93.444
505,16.128
506,29.178
507,52.570
508,52.201
509,43.460
510,4.555
511,40.012
512,3.940
513,37.304
514,29.548
515,0.246
516,45.552
517,0.862
518,0.739
519,1.477
520,51.339
521,3.447
522,12.558
523,74.608
524,2.339
525,107.356
526,60.203
527,0.246
528,44.568
529,1.477
530,2.585
531,0.862
532,0.123
533,0.123
534,35.211
535,1.970
536,23.761
537,32.133
538,0.369
539,58.726
540,0.739
541,28.316
542,59.711
543,51.585
544,36.196
545,30.286
546,42.228
547,0.492
548,114.989
549,2.585
550,40.997
551,34.103
552,51.093
553,0.123
554,42.844
555,0.616
556,30.779
557,0.492
558,39.151
559,46.168
560,45.552
561,43.706
562,37.796
563,94.675
564,0.739
565,40.874
566,0.862
567,290.551
568,88.643
569,30.040
570,27.208
571,0.862
572,0.616
573,88.766
574,83.226
575,83.102
576,3.324
577,130.871
578,6.648
579,0.369
580,2.093
581,0.492
582,0.369
583,0.246
584,40.874
585,70.545
586,11.942
587,28.070
588,1.231
589,53.801
590,52.078
591,47.153
592,32.010
593,0.739
594,0.246
595,0.739
596,0.123
597,0.862
598,0.246
599,2.955
600,0.985
601,22.407
602,33.241
603,2.339
604,97.999
605,33.733
606,11.450
607,2.216
608,0.492
609,44.321
610,0.246
611,123.977
612,27.208
613,1.354
614,27.331
615,29.671
616,78.424
617,32.010
618,2.462
619,326.747
620,86.796
621,79.163
622,3.693
623,9.726
624,39.274
625,0.739
626,0.246
627,79.163
628,29.794
629,0.492
630,32.010
631,26.347
632,47.276
633,49.246
634,47.153
635,96.645
636,0.492
637,2.832
638,2.093
639,38.412
640,42.105
641,0.369
642,3.324
643,0.246
644,0.369
645,55.894
646,44.198
647,34.472
648,81.625
649,41.613
650,1.600
651,102.678
652,33.857
653,47.153
654,2.216
655,85.442
656,63.773
657,32.625
658,73.500
659,0.985
660,70.175
661,41.982
662,0.246
663,0.862
664,22.407
665,1.724
666,29.548
667,0.123
668,0.123
669,79.040
670,37.919
671,34.103
672,7.756
673,0.985
674,1.600
675,32.995
676,38.166
677,75.962
678,38.904
679,0.369
680,6.279
681,14.158
682,0.369
683,28.440
684,0.246
685,104.894
686,167.436
687,1.108
688,42.598
689,10.588
690,38.781
691,28.563
692,12.681
693,27.331
694,0.739
695,0.369
696,0.616
697,0.369
698,1.108
699,40.012
700,37.550
701,85.072
702,0.616
703,37.058
704,0.246
705,37.427
706,81.133
707,0.246
708,0.492
709,29.301
710,0.123
711,38.412
712,0.616
713,26.100
714,0.246
715,24.992
716,11.450
717,35.088
718,40.628
719,1.970
720,65.005
721,1.847
722,17.975
723,50.231
724,1.477
725,33.610
726,0.862
727,4.801
728,0.123
729,41.120
730,34.103
731,47.769
732,1.477
733,4.801
734,0.123
735,2.585
736,6.648
737,130.132
738,0.492
739,0.616
740,0.246
741,2.462
742,1.847
743,0.985
744,133.826
745,1.477
746,9.849
747,48.015
748,12.681
749,35.703
750,31.025
751,0.492
752,1.600
753,51.462
754,56.140
755,5.294
756,28.440
757,38.289
758,1.847
759,1.231
760,43.706
761,24.500
762,0.739
763,31.271
764,0.369
765,48.384
766,36.811
767,66.851
768,0.369
769,0.123
770,45.306
771,1.970
772,45.306
773,18.837
774,46.661
775,2.093
776,0.369
777,5.171
778,45.922
779,6.525
780,0.492
781,39.766
782,0.862
783,1.108
784,0.739
785,0.985
786,117.944
787,24.377
788,41.736
789,2.955
790,101.323
791,26.962
792,5.786
793,24.746
794,0.246
795,227.393
796,0.369
797,60.203
798,47.399
799,0.246
800,0.369
801,16.867
802,1.231
803,56.387
804,13.543
805,1.231
806,30.409
807,64.882
808,25.239
809,0.862
810,39.027
811,0.616
812,0.369
813,11.450
814,79.532
815,30.286
816,60.819
817,0.123
818,28.686
819,47.892
820,39.766
821,0.123
822,33.241
823,0.862
824,41.120
825,33.857
826,0.123
827,205.602
828,69.437
829,47.522
830,38.904
831,36.442
832,0.616
833,125.946
834,2.093
835,35.950
836,47.892
837,38.781
838,2.216
839,40.382
840,38.289
841,0.369
842,41.736
843,90.120
844,73.869
845,51.216
846,48.384
847,74.115
848,55.155
849,33.980
850,101.447
851,136.042
852,45.306
853,53.309
854,56.879
855,62.542
856,49.861
857,0.123
858,19.698
859,1.231
860,0.492
861,62.296
862,0.985
863,42.721
864,59.711
865,37.427
866,54.047
867,1.477
868,4.063
869,1.600
870,35.334
871,1.231
872,85.442
873,2.832
874,0.616
875,0.616
876,2.955
877,0.492
878,54.294
879,3.693
880,3.570
881,0.616
882,30.286
883,8.495
884,9.357
885,36.442
886,1.970
887,2.339
888,3.693
889,33.241
890,35.457
891,25.115
892,0.369
893,0.862
894,0.369
895,37.919
896,31.641
897,3.447
898,0.246
899,48.877
900,1.600
901,0.985
902,30.040
903,37.550
904,23.761
905,35.088
906,93.321
907,26.470
908,49.000
909,26.347
910,50.231
911,27.085
912,0.369
913,24.623
914,11.450
915,1.847
916,91.105
917,0.246
918,12.065
919,0.123
920,50.477
921,7.756
922,36.565
923,2.216
924,30.779
925,35.334
926,38.658
927,9.110
928,0.616
929,27.701
930,48.630
931,72.145
932,28.932
933,84.211
934,32.995
935,17.359
936,2.339
937,36.196
938,2.585
939,35.950
940,31.764
941,18.837
942,1.108
943,80.394
944,22.776
945,0.369
946,0.123
947,31.271
948,0.369
949,0.123
950,29.301
951,23.638
952,0.985
953,32.872
954,60.449
955,0.492
956,25.608
957,0.862
958,46.537
959,0.739
960,28.563
961,61.804
962,28.316
963,0.492
964,38.289
965,3.817
966,0.616
967,0.246
968,40.382
969,0.739
970,1.231
971,38.535
972,42.598
973,62.789
974,32.872
975,32.995
976,5.171
977,50.723
978,0.985
979,9.726
980,1.600
981,0.739
982,47.276
983,29.671
984,2.339
985,41.120
986,21.053
987,0.123
988,125.208
989,0.246
990,1.354
991,0.369
992,25.854
993,8.002
994,1.354
995,31.517
996,22.899
997,0.246
998,76.701
999,0.246
1000,0.862
1001,11.696
1002,0.123
1003,6.402
1004,3.078
1005,26.962
1006,0.739
1007,44.444
1008,35.088
1009,0.862
1010,2.339
1011,29.178
1012,89.135
1013,1.354
1014,0.246
1015,47.153
1016,0.492
1017,27.578
1018,118.190
1019,40.135
1020,0.123
1021,0.985
1022,36.811
1023,0.616
1024,0.739
1025,33.980
1026,0.246
1027,2.709
1028,85.319
1029,0.123
1030,83.718
1031,38.289
1032,26.223
1033,106.125
1034,104.278
1035,24.500
1036,38.042
1037,22.161
1038,1.600
1039,0.123
1040,24.500
1041,35.580
1042,20.560
1043,1.354
1044,49.492
1045,32.872
1046,33.610
1047,33.241
1048,0.246
1049,0.616
1050,0.492
1051,44.321
1052,0.739
1053,0.369
1054,3.693
1055,55.525
1056,1.970
1057,63.158
1058,37.673
1059,111.542
1060,44.937
1061,1.231
1062,0.123
1063,0.123
1064,3.817
1065,0.985
1066,135.057
1067,67.713
1068,25.485
1069,24.992
1070,27.578
1071,33.241
1072,24.869
1073,2.339
1074,67.344
1075,50.354
1076,86.180
1077,34.472
1078,66.359
1079,0.246
1080,42.967
1081,35.703
1082,0.246
1083,40.751
1084,29.055
1085,2.709
1086,0.492
1087,0.246
1088,29.671
1089,22.284
1090,0.246
1091,124.592
1092,2.709
1093,133.456
1094,37.304
1095,0.985
1096,50.354
1097,33.733
1098,49.123
1099,13.912
1100,0.246
1101,110.557
1102,40.382
1103,21.791
1104,8.002
1105,87.535
1106,1.847
1107,7.756
1108,34.965
1109,0.369
1110,1.600
1111,3.570
1112,0.985
1113,56.756
1114,71.653
1115,35.457
1116,1.477
1117,0.492
1118,28.193
1119,0.123
1120,131.487
1121,39.027
1122,62.296
1123,7.633
1124,2.462
1125,27.085
1126,25.115
1127,47.030
1128,28.193
1129,2.216
1130,35.088
1131,0.985
1132,33.733
1133,0.246
1134,0.739
1135,0.123
1136,58.726
1137,73.746
1138,0.369
1139,34.965
1140,55.648
1141,28.440
1142,31.271
1143,27.947
1144,47.769
1145,25.731
1146,23.022
1147,38.042
1148,0.739
1149,46.168
1150,40.751
1151,78.917
1152,11.573
1153,0.369
1154,64.882
1155,0.246
1156,0.616
1157,19.329
1158,0.369
1159,5.540
1160,1.847
1161,1.231
1162,0.369
1163,1.477
1164,3.940
1165,2.339
1166,4.309
1167,0.492
